set_num,Retail,Value,Growth,Annual growth,Available at,Not yet
5962-1,C$26.99,C$60.74,125.1%,9.5%,,
5963-1,C$26.99,C$107.66,298.9%,12.1%,,
5964-1,C$8.09,C$95.08,1075.8%,10.9%,,
5965-1,C$4.04,C$21.80,440.1%,11.9%,,
5966-1,C$4.04,C$16.70,313.7%,6.3%,,
5967-1,,C$22.46,,4.5%,,
5969-1,C$7.99,C$19.16,136.9%,8.6%,,
5970-1,C$10.99,C$31.78,135.6%,8.5%,,
5971-1,C$26.99,C$67.49,150.1%,8.2%,,
5972-1,C$40.49,C$71.96,77.7%,4.4%,,
5973-1,C$64.99,C$121.69,80.3%,5.5%,,
5974-1,C$129.99,C$244.11,80.8%,6.0%,,
5975-1,C$67.49,C$539.99,700.1%,8.8%,,
5976-1,C$67.49,C$328.01,386.0%,5.7%,,
5977-1,,C$12.38,,9.2%,,
5978-1,C$67.49,C$650.19,863.4%,11.4%,,
5979-1,C$53.99,C$162.59,201.2%,4.7%,,
5980-1,C$67.49,C$202.49,200.0%,10.0%,,
5981-1,C$12.99,C$42.31,213.7%,8.5%,,
5982-1,C$26.99,C$53.97,100.0%,4.8%,,
5983-1,C$39.99,C$75.40,86.2%,6.4%,,
5984-1,C$54.99,C$136.07,152.0%,8.6%,,
5985-1,C$109.99,C$301.91,179.6%,7.3%,,
5986-1,C$107.99,C$588.37,444.9%,7.7%,,
5987-1,C$107.99,C$382.13,253.9%,5.7%,,
5988-1,C$107.99,C$742.50,587.6%,8.0%,,
599-1,,"C$1,097.83",,,,
5993-1,,C$2.88,,4.3%,,
5994-1,C$1.34,C$6.36,375.8%,10.9%,,
5996-1,C$53.99,C$197.29,265.4%,27.7%,,
5998-1,C$1.34,C$13.49,909.1%,13.0%,,
5999-1,C$1.34,C$14.80,1007.1%,12.1%,,
60000-1,C$8.99,C$15.11,60.1%,7.0%,,
6000-1,C$119.99,C$209.86,55.5%,6.1%,,
60001-1,C$14.99,C$24.30,50.1%,5.6%,,
60002-1,C$24.99,C$60.98,126.0%,13.1%,,
60003-1,C$49.99,C$60.75,12.5%,2.7%,,
60004-1,C$119.99,C$209.86,55.5%,6.1%,,
60005-1,C$39.99,C$74.21,83.3%,6.1%,,
60006-1,C$8.99,C$12.14,28.6%,3.7%,,
60007-1,C$39.99,C$55.15,36.2%,6.3%,,
60008-1,C$89.99,C$149.90,58.7%,7.9%,,
60009-1,C$59.99,C$95.30,41.2%,4.5%,,
600-1,C$7.41,C$207.83,2704.2%,3.6%,,
60010-1,C$49.99,C$67.04,24.2%,3.1%,,
60011-1,C$8.99,C$17.44,84.8%,10.7%,,
60012-1,C$24.99,C$33.74,25.0%,4.2%,,
60013-1,C$49.99,C$81.24,50.5%,5.7%,,
60014-1,C$99.99,C$204.12,89.0%,10.2%,,
60015-1,C$59.99,C$94.51,55.6%,6.0%,,
60016-1,C$24.99,C$101.48,276.0%,15.1%,,
60017-1,C$24.99,C$64.89,140.5%,12.4%,,
60018-1,C$24.99,C$93.07,244.9%,14.1%,,
60019-1,C$24.99,C$39.69,47.1%,4.4%,,
600-2,C$4.71,C$131.57,2692.6%,8.3%,,
60020-1,C$49.99,C$74.24,37.5%,5.7%,,
6002-1,C$4.71,C$95.43,1925.5%,8.5%,,
60021-1,C$59.99,C$106.35,75.1%,8.3%,,
6002-2,C$5.39,C$405.23,7423.1%,12.4%,,
60022-1,C$129.99,C$376.92,179.2%,12.7%,,
60023-1,C$39.99,C$77.90,92.4%,7.5%,,
60024-1,C$39.99,C$50.33,24.3%,3.1%,,
60025-1,C$39.99,C$101.79,151.4%,12.0%,,
60026-1,C$149.99,C$224.03,38.3%,3.4%,,
60027-1,C$39.99,C$121.49,200.1%,15.0%,,
60031-1,C$80.99,C$216.82,167.7%,23.4%,,
60032-1,C$8.99,C$20.13,113.3%,11.4%,,
60033-1,C$17.99,C$35.10,73.4%,10.8%,,
60034-1,C$49.99,C$87.28,61.7%,8.1%,,
60035-1,C$59.99,C$101.21,50.0%,7.4%,,
60036-1,C$109.99,C$220.98,81.9%,10.8%,,
6004-1,C$2.69,C$36.45,1256.8%,6.0%,,
60041-1,C$8.99,C$13.45,42.5%,7.5%,,
60042-1,C$24.99,C$40.61,50.5%,7.6%,,
60043-1,C$29.99,C$67.54,100.2%,11.7%,,
60044-1,C$59.99,C$100.16,64.9%,10.6%,,
60045-1,C$59.99,C$166.55,174.2%,12.7%,,
60046-1,C$89.99,C$116.64,15.2%,2.1%,,
60047-1,C$119.99,C$179.54,33.0%,5.2%,,
60048-1,C$39.99,C$95.81,136.6%,14.0%,,
60049-1,C$54.99,C$80.99,33.3%,4.4%,,
60050-1,C$79.99,C$200.34,128.3%,14.9%,,
60051-1,C$169.99,C$298.38,47.4%,9.0%,,
60052-1,C$229.99,C$376.47,39.4%,11.1%,,
60053-1,C$12.99,C$26.96,99.9%,10.2%,,
60054-1,C$12.99,C$42.53,215.3%,14.8%,,
60055-1,C$12.99,C$26.95,99.8%,10.9%,,
60056-1,C$24.99,C$123.35,357.1%,18.8%,,
60057-1,C$24.99,C$81.00,200.2%,16.3%,,
60058-1,C$24.99,C$44.42,64.6%,7.7%,,
60059-1,C$24.99,C$116.14,330.4%,14.3%,,
60060-1,C$39.99,C$118.67,193.1%,16.3%,,
60061-1,C$39.99,C$148.03,265.6%,15.0%,,
60062-1,C$149.99,C$355.83,102.8%,12.6%,,
60063-1,C$39.99,C$51.66,27.6%,3.1%,,
60064-1,C$59.99,C$173.34,156.9%,7.2%,,
60065-1,C$8.99,C$13.50,43.1%,4.7%,,
60066-1,C$12.99,C$21.91,62.5%,8.9%,,
60067-1,C$49.99,C$59.20,9.7%,1.6%,,
60068-1,C$89.99,C$103.82,9.9%,2.8%,,
60069-1,C$109.99,C$197.69,62.7%,10.1%,,
60070-1,C$39.99,C$47.93,18.4%,2.0%,,
6007-1,C$6.06,C$114.09,1782.2%,10.1%,,
60071-1,C$59.99,C$74.05,21.9%,4.9%,,
60072-1,C$12.99,C$28.96,114.7%,14.2%,,
60073-1,C$29.99,C$70.77,109.8%,14.6%,,
60074-1,C$49.99,C$69.44,28.6%,7.3%,,
60075-1,C$59.99,C$120.91,79.2%,11.2%,,
60076-1,C$109.99,C$220.05,81.1%,12.5%,,
60077-1,C$12.99,C$21.69,60.9%,8.5%,,
60078-1,C$29.99,C$52.96,57.0%,9.7%,,
60079-1,C$59.99,C$88.48,31.1%,5.1%,,
60080-1,C$149.99,C$237.98,46.9%,9.0%,,
6008-1,C$4.04,C$53.93,1236.1%,8.5%,,
60081-1,C$24.99,C$46.75,73.2%,11.7%,,
60082-1,C$24.99,C$45.36,68.1%,8.1%,,
60083-1,C$24.99,C$49.34,82.8%,8.4%,,
60084-1,C$24.99,C$52.89,96.0%,13.5%,,
60085-1,C$39.99,C$111.38,175.1%,19.3%,,
60086-1,C$39.99,C$50.38,24.4%,3.9%,,
60088-1,C$12.99,C$17.69,31.1%,4.8%,,
60090-1,C$8.99,C$27.41,190.4%,19.6%,,
6009-1,C$4.39,C$95.43,2075.1%,9.3%,,
60091-1,C$12.99,C$33.71,149.9%,17.5%,,
60092-1,C$49.99,C$111.16,105.9%,14.2%,,
60093-1,C$59.99,C$109.43,62.2%,9.4%,,
60095-1,C$149.99,C$249.70,54.1%,10.6%,,
60096-1,C$129.99,C$168.51,24.8%,4.0%,,
60097-1,C$229.99,C$268.11,4.5%,1.4%,,
60098-1,C$239.99,C$437.75,62.1%,12.0%,,
60099-1,C$39.99,C$49.07,21.2%,3.8%,,
60100-1,C$12.99,C$15.80,17.1%,3.0%,,
6010-1,C$4.04,C$746.21,18386.6%,16.9%,,
60101-1,C$29.99,C$67.77,100.9%,19.2%,,
60102-1,C$67.49,C$133.76,98.2%,17.5%,,
60103-1,C$109.99,C$123.36,1.5%,1.2%,,
60104-1,C$129.99,C$310.43,130.0%,20.3%,,
60105-1,C$8.99,C$10.91,15.6%,3.5%,,
60106-1,C$12.99,C$17.27,28.0%,4.8%,,
60107-1,C$29.99,C$49.73,47.4%,13.4%,,
60108-1,C$49.99,C$61.60,14.1%,3.5%,,
60109-1,C$99.99,C$158.96,47.2%,11.1%,,
601-1,C$2.55,C$185.38,7165.6%,10.8%,,
60110-1,C$129.99,C$233.27,72.8%,18.3%,,
6011-1,C$6.06,C$324.04,5245.9%,12.0%,,
60111-1,C$49.99,C$66.16,22.6%,5.7%,,
60112-1,C$64.99,C$150.53,123.0%,15.5%,,
60113-1,C$12.99,C$25.61,89.9%,11.9%,,
60114-1,C$12.99,C$18.89,40.0%,9.4%,,
60115-1,C$24.99,C$35.88,33.0%,7.2%,,
60116-1,C$24.99,C$41.11,52.3%,6.1%,,
60117-1,C$24.99,C$40.46,49.9%,8.3%,,
60118-1,C$24.99,C$99.59,269.0%,22.8%,,
60119-1,C$39.99,C$56.57,39.7%,5.9%,,
601-2,C$4.71,C$155.51,3200.6%,7.2%,,
60120-1,C$12.99,C$19.83,47.0%,9.1%,,
6012-1,C$4.71,C$398.44,8356.7%,13.1%,,
60121-1,C$29.99,C$37.92,12.4%,1.8%,,
60122-1,C$44.99,~C$53.99,,,,
6012298-1,,,,,,
60123-1,C$59.99,C$77.84,15.3%,2.2%,,
60124-1,C$149.99,C$237.06,46.3%,11.9%,,
60125-1,C$179.99,C$218.19,24.3%,6.7%,,
60126-1,C$8.99,C$14.67,55.5%,5.5%,,
60127-1,C$12.99,C$17.56,30.2%,5.3%,,
60128-1,C$29.99,C$46.05,36.5%,6.7%,,
60129-1,C$59.99,C$145.07,115.0%,20.7%,,
60130-1,C$119.99,C$292.32,140.6%,21.7%,,
6013-1,C$4.04,C$65.02,1510.7%,12.2%,,
60131-1,C$39.99,C$44.27,9.3%,2.5%,,
60132-1,C$121.49,C$136.15,12.1%,3.7%,,
60133-1,C$39.99,C$52.91,30.7%,4.6%,,
60134-1,C$49.99,C$58.98,9.3%,2.8%,,
60135-1,C$7.99,C$11.70,24.0%,7.4%,,
60136-1,C$12.99,C$17.44,29.3%,8.9%,,
60137-1,C$24.99,C$38.04,12.8%,6.0%,,
60138-1,C$44.99,C$59.67,10.5%,11.0%,,
60139-1,C$59.99,,,,retail,
60140-1,C$89.99,C$147.06,55.6%,15.6%,,
60141-1,C$129.99,C$202.89,50.3%,21.2%,,
60142-1,C$24.99,C$93.38,246.0%,29.7%,,
60143-1,C$59.99,C$116.26,72.3%,14.5%,,
60144-1,C$12.99,C$19.59,45.2%,9.9%,,
60145-1,C$12.99,C$20.24,50.1%,8.8%,,
60146-1,C$12.99,C$33.71,149.9%,20.3%,,
60147-1,C$24.99,C$55.90,107.2%,18.4%,,
60148-1,C$24.99,C$39.22,45.3%,24.0%,,
60149-1,C$24.99,C$28.94,7.3%,2.0%,,
60150-1,C$24.99,C$33.75,25.1%,24.1%,,
60151-1,C$34.99,C$81.30,100.8%,16.7%,,
60152-1,C$34.99,C$84.38,108.4%,18.3%,,
60153-1,C$49.99,C$54.27,0.5%,,,
60154-1,C$59.99,C$97.90,45.1%,13.5%,,
60155-1,C$39.99,C$43.47,7.4%,2.3%,,
60156-1,C$7.99,C$10.72,13.6%,6.7%,,
60157-1,C$12.99,C$15.65,16.0%,7.3%,,
60158-1,C$29.99,C$32.94,22.1%,5.3%,,
60159-1,C$44.99,C$65.76,21.8%,10.4%,,
60160-1,C$74.99,C$88.84,9.7%,4.8%,,
601601-1,,C$6.89,,5.0%,,
601602-1,,C$7.14,,1.4%,,
6016-1,C$5.74,C$147.34,2468.0%,9.2%,,
60161-1,C$149.99,C$251.24,55.1%,15.5%,,
60162-1,C$179.99,C$267.11,64.9%,14.3%,,
60163-1,C$12.99,C$15.21,12.8%,3.4%,,
60164-1,C$29.99,C$34.21,26.8%,6.7%,,
60165-1,C$44.99,C$64.45,19.4%,7.5%,,
60166-1,C$74.99,C$87.95,8.6%,4.2%,,
60167-1,C$149.99,C$211.03,30.3%,10.8%,,
60168-1,C$39.99,C$67.45,66.6%,14.8%,,
60169-1,C$99.99,C$115.51,7.0%,3.4%,,
60170-1,C$8.99,C$10.67,13.0%,6.1%,,
6017-1,C$5.06,C$498.38,9744.5%,12.3%,,
60171-1,C$12.99,C$14.27,5.8%,4.0%,,
60172-1,C$49.99,C$57.36,6.3%,6.6%,,
60173-1,C$79.99,C$87.75,8.4%,8.8%,,
60174-1,C$109.99,C$176.84,45.6%,19.2%,,
60175-1,C$64.99,C$81.00,20.0%,9.0%,,
60176-1,C$24.99,~C$26.99,,,,
60177-1,C$12.99,C$16.77,24.3%,6.9%,,
60178-1,C$12.99,C$14.81,9.8%,4.8%,,
60179-1,C$24.99,C$38.10,41.2%,12.8%,,
60180-1,C$24.99,C$27.90,3.4%,3.8%,,
6018-1,C$6.06,C$149.04,2358.8%,6.8%,,
60181-1,C$24.99,C$36.00,33.4%,15.3%,,
60182-1,C$39.99,C$66.16,63.4%,23.3%,,
60183-1,C$39.99,C$59.87,47.9%,20.1%,,
60184-1,C$12.99,C$17.56,30.2%,14.3%,,
60185-1,C$24.99,C$27.27,1.1%,,,
60186-1,C$64.99,C$71.70,6.2%,4.3%,,
60188-1,C$129.99,C$157.83,16.9%,10.8%,,
60190-1,C$8.99,C$10.79,14.3%,8.0%,,
60191-1,C$12.99,C$18.08,34.0%,14.8%,,
60192-1,C$29.99,C$40.81,21.0%,22.4%,,
60193-1,C$49.99,C$67.77,25.5%,15.2%,,
60194-1,C$79.99,C$82.73,2.2%,2.3%,,
60195-1,C$149.99,C$162.81,0.5%,,,
60196-1,C$99.99,C$130.68,21.0%,22.2%,,
60197-1,C$199.99,,,,retail,
60198-1,C$269.99,,,,retail,
60200-1,C$179.99,C$251.14,24.0%,25.1%,,
6020-1,C$6.06,C$76.94,1169.3%,5.6%,,
60201-1,C$39.99,C$44.54,10.0%,2.7%,,
60202-1,C$49.99,C$75.05,39.0%,23.4%,,
60203-1,C$119.99,C$133.29,9.7%,,,
60204-1,C$109.99,C$237.33,75.8%,25.5%,,
60205-1,C$24.99,,,,retail,
60206-1,C$13.99,,,,retail,
60207-1,C$39.99,,,,retail,
60208-1,C$49.99,C$48.59,,,,
60209-1,C$79.99,~C$80.99,,,,
602-1,C$4.71,C$258.13,5378.8%,8.9%,,
60210-1,C$119.99,,,,retail,
6021-1,C$7.09,C$152.27,2048.4%,9.9%,,
60212-1,C$13.99,C$14.30,6.0%,,,
60213-1,C$24.99,C$29.98,11.1%,4.5%,,
60214-1,C$49.99,,,,retail,
60215-1,C$89.99,,,,retail,
60216-1,C$139.99,,,,retail,
60217-1,C$79.99,,,,retail,
60218-1,C$13.99,C$15.00,11.2%,13.4%,,
60219-1,C$13.99,,,,retail,
602-2,C$4.71,C$197.94,4101.1%,7.8%,,
60220-1,C$24.99,,,,retail,
6022-1,C$6.74,C$204.03,2928.7%,9.9%,,
60221-1,C$24.99,,,,retail,
60222-1,C$24.99,~C$26.99,,,,
60223-1,C$39.99,C$51.81,28.0%,28.1%,,
60224-1,C$13.99,C$14.51,7.6%,6.1%,,
60225-1,C$39.99,,,,retail,
60226-1,C$49.99,,,,retail,
60227-1,C$79.99,C$76.13,,,,
60228-1,C$139.99,,,,retail,
60229-1,C$199.99,,,,retail,
60230-1,C$49.99,C$53.65,,,,
6023-1,C$7.41,C$182.13,2357.4%,12.5%,,
60231-1,C$39.99,,,,retail,
60232-1,C$79.99,C$67.50,0.0%,,,
60233-1,C$119.99,,,,retail,
60234-1,C$49.99,C$55.26,2.4%,23.4%,,
60235-1,C$39.99,C$47.25,16.7%,15.2%,,
60236-1,C$19.99,,,,retail,
60237-1,C$19.99,,,,retail,
60238-1,C$19.99,,,,retail,
60239-1,C$13.99,,,,retail,
60240-1,C$13.99,C$17.93,32.9%,21.6%,,
6024-1,C$8.78,C$122.20,1292.6%,7.2%,,
60241-1,C$13.99,,,,retail,
60242-1,C$39.99,,,,retail,
60243-1,C$49.99,,,,retail,
60244-1,C$69.99,,,,retail,
60245-1,C$79.99,,,,retail,
60246-1,C$139.99,,,,retail,
60247-1,C$13.99,,,,retail,
60248-1,C$39.99,,,,retail,
60249-1,C$13.99,,,,retail,
60250-1,C$13.99,,,,retail,
60251-1,C$13.99,,,,retail,
60252-1,C$24.99,,,,retail,
60253-1,C$24.99,,,,retail,
60254-1,C$39.99,,,,retail,
60255-1,C$13.99,,,,retail,
60256-1,C$39.99,,,,retail,
60257-1,C$69.99,,,,retail,
60258-1,C$139.99,,,,retail,
60260-1,C$49.99,,,,retail,
6026-1,C$6.74,C$43.35,543.5%,8.0%,,
60261-1,C$79.99,,,,retail,
60262-1,C$139.99,,,,retail,
60263-1,C$13.99,,,,retail,
60264-1,C$49.99,,,,retail,
60265-1,C$109.99,,,,retail,
60266-1,C$189.99,,,,retail,
60267-1,C$24.99,,,,retail,
60268-1,C$39.99,,,,retail,
60270-1,C$49.99,,,,retail,
6027-1,C$9.11,C$67.37,639.3%,5.5%,,
60271-1,C$229.99,,,,retail,
60272-1,C$39.99,,,,retail,
60273-1,C$29.99,,,,retail,
60274-1,C$39.99,,,,retail,
60275-1,C$13.99,,,,retail,
60276-1,C$39.99,,,,retail,
60277-1,C$79.99,,,,retail,
60279-1,C$13.99,,,,retail,
60280-1,C$39.99,,,,retail,
6028-1,C$2.69,C$126.63,4613.6%,12.0%,,
60281-1,C$49.99,,,,retail,
60282-1,C$79.99,,,,retail,
60283-1,C$24.99,,,,retail,
60284-1,C$13.99,,,,retail,
60285-1,C$13.99,,,,retail,
60286-1,C$13.99,,,,retail,
60287-1,C$24.99,,,,retail,
60288-1,C$24.99,,,,retail,
60289-1,C$39.99,,,,retail,
60290-1,C$49.99,,,,retail,
6029-1,C$2.69,C$32.40,1106.0%,12.0%,,
60291-1,C$79.99,,,,retail,
60292-1,C$139.99,,,,retail,
6030-1,C$8.09,C$460.59,5595.8%,12.9%,,
60304-1,C$24.99,,,,retail,
60305-1,C$39.99,,,,retail,
60306-1,C$99.99,,,,retail,
603-1,C$3.90,C$525.15,13360.2%,12.4%,,
6031-1,C$8.09,C$175.72,2073.0%,13.9%,,
6031636-1,,,,,,
6031640-1,,C$24.11,,10.0%,,
6031641-1,,C$36.02,,19.0%,,
6032-1,C$8.09,C$57.05,605.5%,7.1%,,
603-3,C$4.04,C$134.87,3241.1%,7.3%,,
6033-1,C$8.09,C$64.31,695.3%,7.3%,,
6034-1,C$9.79,C$269.99,2658.5%,10.7%,,
6035-1,C$7.76,C$276.71,3464.7%,5.4%,,
6036-1,C$10.79,C$119.10,1004.1%,5.1%,,
6037-1,C$10.79,C$81.11,651.9%,8.0%,,
6038-1,C$10.79,C$332.05,2978.3%,13.0%,,
6039-1,C$11.48,C$534.26,4555.9%,9.6%,,
6040-1,C$12.49,C$467.11,3640.6%,10.6%,,
604-1,C$4.04,C$129.33,3104.0%,8.6%,,
6041-1,C$15.51,C$840.17,5316.4%,10.3%,,
604-2,C$4.71,C$231.46,4812.6%,8.1%,,
6042-1,C$17.21,C$162.74,845.5%,7.8%,,
6043-1,C$16.19,C$106.87,560.2%,7.7%,,
6043173-1,,C$10.85,,5.4%,,
6043191-1,,C$3.46,,9.6%,,
6044-1,C$22.28,C$198.37,790.5%,7.1%,,
6045-1,C$17.54,C$102.10,482.2%,3.8%,,
6046-1,C$32.39,C$538.85,1563.8%,10.5%,,
6047-1,C$26.99,C$259.58,861.9%,5.4%,,
6048-1,C$35.09,C$236.25,573.3%,6.2%,,
6049-1,C$14.84,C$508.42,3326.8%,9.9%,,
605-1,C$2.55,C$276.01,10717.5%,11.8%,,
6051-1,C$29.99,C$155.53,284.2%,14.3%,,
605-2,C$3.36,C$149.46,4346.2%,8.1%,,
6052-1,C$49.99,C$83.70,51.3%,7.1%,,
6053-1,C$49.99,C$79.22,43.2%,4.1%,,
6054-1,C$23.63,C$500.40,2018.1%,4.6%,,
6055-1,C$26.99,C$420.20,1457.1%,8.2%,,
6056-1,C$26.99,C$207.55,669.1%,5.7%,,
6057-1,C$19.58,C$305.09,1458.6%,6.3%,,
6059-1,C$29.69,C$910.79,2968.0%,9.6%,,
6060-1,C$29.69,C$562.67,1795.4%,10.0%,,
606-1,C$4.04,C$344.84,8443.1%,11.2%,,
6061-1,C$23.63,C$555.59,2251.7%,9.2%,,
606-2,C$4.71,C$182.55,3774.5%,7.9%,,
6062-1,C$26.93,C$835.79,3003.3%,12.4%,,
6066-1,C$31.04,C$832.69,2582.9%,8.2%,,
6067-1,C$26.66,"C$1,100.03",4025.8%,11.6%,,
607-1,C$2.55,C$110.35,4224.9%,5.7%,,
6071-1,C$38.48,"C$1,936.62",4933.4%,13.5%,,
6073-1,C$36.44,"C$2,062.13",5559.5%,12.4%,,
6074-1,C$47.24,C$776.25,1543.3%,8.3%,,
6075-1,C$40.16,C$547.94,1264.3%,5.5%,,
6075-2,C$64.80,"C$6,217.87",9495.5%,12.4%,,
6076-1,C$58.05,C$529.65,812.4%,8.5%,,
6077-1,C$6.74,C$491.79,7200.4%,11.6%,,
6077-2,C$50.61,C$798.09,1476.9%,9.3%,,
6078-1,C$40.49,C$356.31,780.1%,10.8%,,
6079-1,C$67.49,C$987.70,1363.6%,6.0%,,
6080-1,C$71.21,"C$2,960.25",4056.9%,10.9%,,
608-1,C$6.06,C$138.94,2192.2%,9.9%,,
6081-1,C$78.30,"C$1,432.13",1729.0%,10.2%,,
608-2,C$2.69,C$352.94,13037.7%,12.6%,,
6082-1,C$86.39,"C$1,272.00",1372.4%,10.8%,,
6083-1,C$21.59,"C$3,257.37",14989.9%,13.7%,,
6083-2,C$26.99,C$195.25,623.5%,4.7%,,
6085-1,C$91.73,"C$2,507.10",2633.1%,11.2%,,
6086-1,C$114.74,"C$3,760.88",3177.8%,12.9%,,
6087-1,C$59.40,C$377.89,536.2%,9.4%,,
6088-1,C$40.49,C$296.99,633.5%,7.8%,,
6089-1,C$67.49,C$296.87,339.9%,5.8%,,
6090-1,C$128.24,"C$1,923.32",1399.8%,12.2%,,
609-1,,C$90.79,,,,
6091-1,C$121.49,C$576.77,374.8%,8.1%,,
6092-1,C$33.74,C$76.50,126.8%,6.0%,,
6092-2,C$20.24,C$62.17,207.2%,8.4%,,
6093-1,C$121.49,C$471.11,287.8%,5.0%,,
6094-1,C$20.24,C$68.63,239.2%,3.1%,,
6095-1,C$26.99,C$128.24,375.2%,8.1%,,
6096-1,C$67.49,C$229.19,239.6%,6.1%,,
6097-1,C$107.99,C$658.80,510.1%,8.8%,,
6098-1,C$121.49,"C$1,320.66",987.1%,11.0%,,
6099-1,C$26.99,C$263.14,875.1%,11.2%,,
6-1,C$4.04,,,,,
6100-1,C$2.69,C$13.95,419.1%,5.6%,,
610-1,C$14.78,C$143.60,871.4%,2.7%,,
610-2,,C$594.61,,12.5%,,
6102-1,C$7.41,C$283.62,3726.8%,7.4%,,
6103-1,C$9.11,C$378.82,4057.2%,11.8%,,
6103-2,C$7.41,C$163.94,2112.0%,9.0%,,
6104-1,C$8.09,C$67.37,733.1%,5.9%,,
6105-1,C$9.11,C$137.35,1407.3%,6.1%,,
6107-1,C$4.04,C$52.49,1200.3%,10.9%,,
6109-1,C$13.49,C$47.25,250.4%,5.9%,,
6110-1,C$5.39,C$46.24,758.4%,9.5%,,
611-1,C$3.36,"C$2,025.00",60141.0%,13.8%,,
6111-1,C$17.54,C$64.48,267.7%,4.8%,,
611-2,,,,,,
6112-1,C$26.99,,,,,
6114-1,C$17.54,C$68.36,289.8%,10.2%,,
6115-1,C$4.71,C$13.11,178.2%,7.6%,,
6116-1,C$26.99,C$71.25,164.0%,7.8%,,
6117-1,C$17.99,C$87.21,397.3%,11.9%,,
6118-1,C$17.99,C$102.57,484.9%,12.2%,,
6119-1,C$17.54,C$47.60,171.4%,5.3%,,
612-1,C$3.36,C$120.60,3487.6%,4.8%,,
6125-1,C$5.39,C$83.36,1447.6%,12.3%,,
6126-1,,C$52.42,,2.5%,,
6127-1,,C$64.31,,3.1%,,
6128-1,,,,,,
6130-1,C$67.49,C$44.02,,,,
613-1,C$3.36,C$150.00,4362.2%,10.8%,,
6131-1,C$49.99,C$94.68,75.4%,6.4%,,
6132-1,C$17.99,C$148.49,633.8%,18.5%,,
6133-1,C$29.99,C$89.37,164.9%,14.8%,,
6134-1,C$39.99,C$163.89,247.0%,14.1%,,
6135-1,C$11.81,C$66.53,463.2%,7.8%,,
6136-1,C$24.99,C$269.76,699.6%,29.3%,,
6137-1,C$19.99,C$46.64,72.8%,5.1%,,
6138-1,C$29.99,C$74.82,84.8%,5.9%,,
6140-1,C$13.49,C$72.44,437.1%,7.9%,,
614-1,C$24.99,C$38.33,42.0%,12.6%,,
6141-1,C$24.99,C$72.39,114.6%,5.5%,,
6143-1,C$39.99,C$91.02,124.8%,11.2%,,
6144-1,C$29.99,C$181.17,437.0%,14.0%,,
6145-1,C$16.19,C$139.94,764.6%,9.5%,,
6146-1,C$29.99,C$88.71,162.9%,10.1%,,
6150-1,C$26.99,C$107.95,300.0%,6.5%,,
6151-1,C$14.99,C$87.84,400.9%,17.5%,,
615-2,C$2.01,C$60.26,2896.0%,2.5%,,
6152-1,C$17.99,C$125.31,519.2%,17.0%,,
6153-1,C$29.99,C$98.32,191.4%,13.4%,,
6154-1,C$49.99,C$212.07,292.8%,14.0%,,
6155-1,C$29.69,C$218.16,634.9%,10.7%,,
6156-1,C$74.99,C$251.67,210.8%,10.0%,,
6157-1,C$119.99,C$429.73,253.7%,11.8%,,
6158-1,C$49.99,C$98.54,82.5%,7.8%,,
6159-1,C$26.99,C$107.87,299.7%,6.5%,,
6160-1,C$47.24,C$161.87,242.7%,4.8%,,
616-1,C$5.06,C$81.62,1512.3%,6.5%,,
6161-1,C$21.99,C$99.58,269.0%,9.7%,,
6162-1,C$13.49,C$55.40,310.8%,12.2%,,
6163-1,C$26.99,C$85.28,216.0%,6.9%,,
6164-1,C$33.74,C$134.97,300.1%,9.9%,,
6166-1,C$39.99,C$89.21,120.3%,5.6%,,
6167-1,C$67.49,C$241.65,258.1%,14.2%,,
6168-1,C$67.49,C$217.31,222.0%,7.1%,,
6169-1,C$12.99,C$33.74,150.2%,9.7%,,
617-1,C$2.69,C$97.67,3535.7%,5.9%,,
6171-1,C$29.99,C$77.27,90.9%,6.6%,,
6172-1,C$24.99,C$101.18,274.9%,13.1%,,
6173-1,C$9.99,C$55.96,418.8%,13.7%,,
6175-1,C$44.54,C$302.28,578.7%,6.7%,,
6176-1,C$24.99,C$106.69,295.3%,16.6%,,
6176782-1,,C$203.85,,6.6%,,
6177-1,C$34.99,C$84.83,109.5%,7.3%,,
6178-1,C$40.49,C$58.04,43.3%,3.6%,,
6180-1,C$67.49,C$404.99,500.1%,8.6%,,
618-1,C$7.41,C$61.53,730.2%,6.1%,,
6186-1,C$20.24,C$103.64,412.1%,6.6%,,
6187-1,C$29.99,C$155.88,477.6%,10.4%,,
6190-1,C$67.49,C$518.67,668.6%,11.0%,,
619-1,C$6.06,C$233.86,3758.1%,9.8%,,
6191-1,C$12.99,C$66.08,390.0%,13.0%,,
6192-1,C$13.49,C$24.99,85.3%,5.6%,,
6193-1,C$13.49,C$32.40,140.2%,8.4%,,
6194-1,C$39.99,C$64.81,60.1%,6.1%,,
6195-1,C$120.15,C$699.37,482.1%,5.1%,,
6198-1,C$94.49,C$269.69,185.4%,2.7%,,
6199-1,C$121.49,C$451.02,271.3%,3.4%,,
6200-1,C$8.76,C$197.10,2149.6%,10.6%,,
6200-2,C$11.99,C$56.01,361.5%,12.4%,,
620-1,C$6.06,C$242.47,3900.2%,9.2%,,
6201-1,C$11.99,C$101.24,734.1%,19.2%,,
620-2,C$6.06,,,,,
6202-1,C$15.99,C$78.75,349.0%,8.8%,,
620-3,C$7.99,C$14.94,121.8%,14.0%,,
